Country,"D01T02: Agriculture, hunting, forestry",D03: Fishing and aquaculture,"D05T06: Mining and quarrying, energy producing products","D07T08: Mining and quarrying, non-energy producing products",D09: Mining support service activities,"D10T12: Food products, beverages and tobacco","D13T15: Textiles, textile products, leather and footwear",D16: Wood and products of wood and cork,D17T18: Paper products and printing,D19: Coke and refined petroleum products,D20: Chemical and chemical products,"D21: Pharmaceuticals, medicinal chemical and botanical products",D22: Rubber and plastics products,D23: Other non-metallic mineral products,D24: Basic metals,D25: Fabricated metal products,"D26: Computer, electronic and optical equipment",D27: Electrical equipment,"D28: Machinery and equipment, nec","D29: Motor vehicles, trailers and semi-trailers",D30: Other transport equipment,D31T33: Manufacturing nec; repair and installation of machinery and equipment,"D35: Electricity, gas, steam and air conditioning supply","D36T39: Water supply; sewerage, waste management and remediation activities",D41T43: Construction,D45T47: Wholesale and retail trade; repair of motor vehicles,D49: Land transport and transport via pipelines,D50: Water transport,D51: Air transport,D52: Warehousing and support activities for transportation,D53: Postal and courier activities,D55T56: Accommodation and food service activities,"D58T60: Publishing, audiovisual and broadcasting activities",D61: Telecommunications,D62T63: IT and other information services,D64T66: Financial and insurance activities,D68: Real estate activities,"D69T75: Professional, scientific and technical activities",D77T82: Administrative and support services,D84: Public administration and defence; compulsory social security,D85: Education,D86T88: Human health and social work activities,"D90T93: Arts, entertainment and recreation",D94T96: Other service activities,D97T98: Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
Finland,17.6493150684932,0.388219178082192,0.492054794520548,2.53068493150685,0.183561643835616,8.87808219178082,1.32,4.48438356164384,13.087397260274,2.37479452054795,7.95287671232877,5.0441095890411,3.47178082191781,3.81780821917808,5.62958904109589,9.04,11.113698630137,5.67835616438356,17.6654794520548,2.38465753424658,1.42684931506849,7.23780821917808,13.4432876712329,5.96301369863014,48.4608219178082,58.487397260274,15.4945205479452,2.0772602739726,2.79232876712329,7.90109589041096,2.32630136986301,11.8482191780822,10.8775342465753,7.51260273972603,20.0079452054795,20.9753424657534,83.601095890411,34.027397260274,24.4471232876712,36.7419178082192,32.9241095890411,60.9561643835616,8.12109589041096,10.3728767123288,1.14219178082192
France,121.558904109589,2.43479452054795,0.615068493150685,5.14904109589041,0.375342465753425,134.624657534247,15.3484931506849,10.7208219178082,28.1586301369863,16.2490410958904,62.1778082191781,39.9052054794521,34.3915068493151,25.9098630136986,21.74,64.88,40.4561643835616,21.3150684931507,37.778904109589,40.0194520547945,49.3671232876712,93.866301369863,116.309589041096,50.8961643835616,381.419726027397,702.304109589041,149.854794520548,5.72027397260274,21.9887671232877,99.7479452054795,28.0238356164384,200.279452054795,83.0375342465753,80.9871232876712,199.67095890411,261.951232876712,876.804383561644,553.098630136986,398.361369863014,530.272328767123,365.301917808219,623.005205479452,95.0978082191781,91.4928767123288,9.66109589041096
Germany,71.9698630136986,0.875068493150685,6.25424657534247,7.45260273972603,0.36,152.991232876712,26.0961643835616,22.4260273972603,59.3693150684932,14.6709589041096,152.44602739726,82.8432876712329,98.6895890410959,60.2704109589041,74.0630136986301,189.252054794521,141.373424657534,148.687671232877,346.145479452055,450.849863013699,48.7865753424658,131.825753424658,191.942739726027,109.115616438356,484.351506849315,983.060273972603,166.967397260274,24.6750684931507,23.846301369863,170.006301369863,54.1643835616438,159.972328767123,101.298630136986,86.8597260273973,286.87397260274,377.975342465753,1037.65260273973,634.492054794521,513.86301369863,605.731506849315,447.127397260274,757.064109589041,133.647671232877,218.525205479452,24.1602739726027
Greece,20.0150684931507,1.94547945205479,0.297260273972603,2.01506849315068,0.0610958904109589,16.7279452054795,1.70219178082192,0.315342465753425,2.07150684931507,2.56082191780822,3.1372602739726,2.60849315068493,1.90849315068493,2.63671232876712,3.60684931506849,3.32,0.804109589041096,1.04493150684932,1.20438356164384,0.158904109589041,1.02630136986301,2.34958904109589,15.6386301369863,6.60602739726027,7.58054794520548,65.1068493150685,9.18520547945206,14.8038356164384,2.23205479452055,9.66904109589041,1.61479452054795,37.2583561643836,2.35616438356164,9.93890410958904,4.33123287671233,27.8186301369863,85.5876712328767,17.3027397260274,9.24356164383562,53.5512328767123,28.7756164383562,22.3528767123288,8.26547945205479,7.47945205479452,2.01452054794521
Hungary,15.313698630137,0.0578082191780822,0.206301369863014,0.404109589041096,0.420547945205479,7.84054794520548,1.68575342465753,0.994794520547945,2.40547945205479,2.80876712328767,4.74712328767123,4.74712328767123,5.5786301369863,2.79452054794521,2.50054794520548,5.87287671232877,7.55205479452055,3.8641095890411,5.80602739726027,15.8531506849315,0.632876712328767,4.94767123287671,5.56904109589041,3.16739726027397,19.4413698630137,40.292602739726,11.2282191780822,0.0375342465753425,2.07561643835616,7.11671232876712,1.70164383561644,7.00301369863014,3.58657534246575,4.93671232876712,9.61945205479452,12.9591780821918,28.7197260273973,22.7923287671233,14.7706849315069,29.3484931506849,16.3594520547945,16.6443835616438,5.35972602739726,5.19342465753425,0.124931506849315
Iceland,0.605205479452055,2.18739726027397,0.00410958904109589,0.076986301369863,2.73972602739726e-4,2.76931506849315,0.0756164383561644,0.0454794520547945,0.145205479452055,0.010958904109589,0.118904109589041,-0.0115068493150685,0.0879452054794521,0.333972602739726,0.816438356164383,0.489315068493151,0.0301369863013699,0.0531506849315069,0.52027397260274,0.0136986301369863,0.0126027397260274,0.752328767123288,2.25506849315068,0.527123287671233,5.03780821917808,5.82164383561644,0.781917808219178,0.501917808219178,1.72082191780822,1.25671232876712,0.187123287671233,2.43945205479452,0.297260273972603,0.809315068493151,1.76520547945205,3.7827397260274,7.38164383561644,2.77095890410959,2.85287671232877,3.47671232876712,3.8909589041095902,5.38191780821918,0.912876712328767,0.962465753424658,0.0345205479452055
Ireland,8.76164383561644,0.498630136986301,0.0923287671232877,1.85945205479452,0.0443835616438356,29.571780821917802,0.485205479452055,1.11671232876712,1.69671232876712,31.8813698630137,40.5295890410959,119.534246575342,3.2413698630137,4.31671232876712,0.978356164383562,3.2172602739726,35.6449315068493,1.40383561643836,11.92,0.613424657534247,0.578904109589041,55.7271232876712,9.7745205479452,3.97178082191781,25.4657534246575,76.9361643835616,7.97671232876712,0.192602739726027,4.63424657534247,4.33479452054795,2.60301369863014,17.5372602739726,58.6608219178082,9.97068493150685,56.2879452054794,59.2506849315068,63.626301369863,45.2958904109589,62.6849315068493,31.8906849315068,26.2857534246575,46.1205479452055,7.88328767123288,5.19890410958904,0.303013698630137
Israel,10.9301369863014,0.671780821917808,0.724931506849315,7.37643835616438,0.401095890410959,12.8493150684932,2.08712328767123,0.575342465753425,3.42219178082192,9.68,11.1408219178082,9.05068493150685,5.25287671232877,3.27698630136986,1.62630136986301,9.48958904109589,26.5767123287671,1.5358904109589,5.33808219178082,1.05342465753425,4.35589041095891,5.85698630136986,14.4419178082192,1.71479452054795,59.3027397260274,88.4745205479452,14.7104109589041,2.86246575342466,8.5013698630137,2.40328767123288,1.81616438356164,18.4123287671233,5.40356164383562,16.426301369863,62.8112328767123,44.3008219178082,140.219726027397,67.0846575342466,34.5994520547945,54.2145205479452,61.4430136986301,56.5991780821918,16.3230136986301,9.23890410958904,2.51068493150685
Italy,109.305479452055,3.05315068493151,9.35890410958904,4.01315068493151,0.648493150684932,94.6175342465753,83.6232876712329,15.1969863013699,32.3575342465753,9.85780821917808,39.8791780821918,30.2734246575342,41.2169863013699,31.5134246575342,30.538904109589,107.935890410959,27.12,37.0758904109589,126.341643835616,49.2934246575342,25.2838356164384,74.9945205479452,81.08,52.687397260274,218.336712328767,614.709589041096,146.697534246575,12.0520547945205,7.94109589041096,107.782739726027,10.3194520547945,201.830136986301,29.0701369863014,56.692602739726,102.909589041096,250.011232876712,694.177534246575,327.099726027397,168.806575342466,335.73698630137,210.586301369863,304.99095890411,58.4339726027397,92.4791780821918,58.5821917808219
Japan,117.83397260274,18.2246575342466,2.3958904109589,4.97945205479452,1.60849315068493,311.916438356164,36.2958904109589,22.7512328767123,113.80904109589,56.4219178082192,167.243835616438,102.919452054795,131.93095890411,72.7972602739726,230.463287671233,132.197260273973,212.701095890411,176.606301369863,408.129589041096,302.959452054794,49.6131506849315,187.961369863014,179.840273972603,201.194520547945,698.873698630137,1704.52164383562,435.287945205479,29.5402739726027,18.4857534246575,180.072876712329,27.7668493150685,329.36301369863,115.911506849315,229.351232876712,290.737260273973,531.83397260274,1525.07671232877,593.456438356164,458.59095890411,642.66301369863,447.729589041096,1000.09534246575,120.453150684932,166.156712328767,0
South Korea,74.318904109589,8.20904109589041,0.746027397260274,4.51479452054795,0.0375342465753425,58.1465753424658,39.6109589041096,5.58246575342466,31.9021917808219,36.9871232876712,100.735890410959,21.4249315068493,64.8243835616438,32.606301369863,73.4208219178082,90.0772602739726,369.373698630137,72.9539726027397,110.172328767123,93.8876712328767,27.4953424657534,29.6290410958904,58.754794520548,28.7605479452055,257.225753424657,339.608493150685,67.64,6.99150684931507,14.7345205479452,46.1386301369863,8.70301369863014,109.562191780822,71.833698630137,46.1895890410959,79.9843835616438,259.382739726027,344.034520547945,266.355068493151,153.365205479452,285.954246575342,225.741643835616,201.97095890411,45.7232876712329,52.3424657534247,5.51315068493151
Latvia,3.2386301369863,0.107671232876712,0.00328767123287671,0.397534246575342,8.21917808219178e-4,1.85698630136986,0.465479452054795,2.39835616438356,0.391232876712329,0.00301369863013699,0.307671232876712,0.277260273972603,0.248493150684931,0.701643835616438,0.00876712328767123,0.841369863013699,0.356164383561644,0.322739726027397,0.332876712328767,0.258082191780822,0.106027397260274,0.845753424657534,2.01013698630137,0.724109589041096,5.46082191780822,11.3542465753425,3.13698630136986,0.163835616438356,0.494794520547945,3.20630136986301,0.269315068493151,1.57835616438356,0.458904109589041,1.38630136986301,2.80356164383562,3.06164383561644,10.0668493150685,3.77232876712329,2.57780821917808,6.21890410958904,3.87205479452055,3.05808219178082,1.56027397260274,0.732054794520548,0.147397260273973
Lithuania,4.16054794520548,0.0967123287671233,0.203561643835616,0.124931506849315,0.066027397260274,5.23260273972603,1.83945205479452,1.68794520547945,1.14054794520548,1.02054794520548,1.94493150684932,0.277808219178082,1.5,0.871780821917808,0.073972602739726,1.42246575342466,0.698904109589041,0.461095890410959,0.754794520547945,0.516438356164384,0.322191780821918,4.42493150684931,2.29780821917808,1.32712328767123,9.16219178082192,23.6027397260274,10.9339726027397,0.302739726027397,0.222191780821918,4.24904109589041,0.308767123287671,2.35534246575342,0.648493150684932,1.50876712328767,2.78602739726027,2.98191780821918,8.62821917808219,5.21205479452055,4.26821917808219,7.61260273972603,5.86520547945206,5.56657534246575,1.54547945205479,1.25945205479452,0.125753424657534
Luxembourg,0.439178082191781,0,0,0.0915068493150685,0.027945205479452,0.907671232876712,0.761095890410959,0.109041095890411,0.246027397260274,0,0.411780821917808,0.0975342465753425,1.25917808219178,0.755342465753425,2.40465753424658,0.870958904109589,0.242465753424658,0.0961643835616438,1.34219178082192,0.125205479452055,0.00657534246575342,0.309315068493151,1.41095890410959,0.856986301369863,10.4276712328767,16.7816438356164,4.49643835616438,0.281643835616438,2.06958904109589,0.853424657534247,0.551232876712329,2.93287671232877,1.38849315068493,4.25506849315068,6.94547945205479,45.8939726027397,12.8216438356164,14.5457534246575,7.37315068493151,10.4778082191781,7.50027397260274,10.5961643835616,1.11342465753425,1.38109589041096,0.479452054794521
Mexico,109.675342465753,3.55972602739726,90.1665753424658,34.3430136986301,11.7005479452055,148.204383561644,22.846301369863,4.64739726027397,13.7742465753425,22.326301369863,29.5375342465753,10.3509589041096,17.0298630136986,15.1334246575342,36.9805479452055,19.9243835616438,49.9254794520548,18.9106849315068,25.3175342465753,118.159726027397,9.14082191780822,19.5690410958904,55.8476712328767,12.2501369863014,249.124657534247,638.148767123288,172.919452054795,2.64986301369863,7.03534246575343,26.1260273972603,4.30794520547945,76.1693150684931,12.2194520547945,40.2920547945205,3.60767123287671,135.704109589041,313.303561643836,78.0643835616438,121.874246575342,124.374246575342,122.858356164384,73.4624657534247,13.8115068493151,29.6298630136986,14.2457534246575
Netherlands,40.2090410958904,1.1158904109589,18.5687671232877,1.37150684931507,3.24109589041096,52.4682191780822,3.78438356164384,3.5386301369863,10.7323287671233,3.88465753424658,38.8635616438356,8.45835616438356,9.85890410958904,6.89287671232877,7.86328767123288,24.2432876712329,14.6591780821918,9.48712328767123,38.8860273972603,9.55178082191781,4.39890410958904,29.2471232876712,26.1709589041096,14.338904109589,105.266301369863,307.880547945205,39.6364383561644,8.89835616438356,12.4175342465753,39.161095890411,6.58246575342466,47.6421917808219,17.0041095890411,24.2432876712329,70.5687671232877,150.265753424658,164.077534246575,181.466575342466,160.985205479452,156.479452054795,109.74602739726,203.720547945205,24.9452054794521,25.2104109589041,2.34821917808219
New Zealand,27.2723287671233,4.87013698630137,2.47753424657534,2.69479452054794,0.239178082191781,20.6427397260274,1.24575342465753,2.97369863013699,2.91972602739726,4.12301369863014,2.09972602739726,0.571780821917808,2.72876712328767,2.2227397260274,1.62767123287671,4.53835616438356,1.65342465753425,1.6884931506849301,3.82328767123288,1.05643835616438,1.45178082191781,1.45890410958904,11.7624657534247,4.15315068493151,37.9580821917808,53.1597260273973,9.55095890410959,0.855068493150685,4.44082191780822,8.28657534246575,1.75671232876712,12.6731506849315,3.68739726027397,3.3413698630137,6.06328767123288,32.2758904109589,74.5961643835616,45.24,17.9808219178082,22.5079452054795,24.226301369863,33.9295890410959,7.40054794520548,10.5021917808219,0
Norway,6.74794520547945,15.6531506849315,194.408219178082,1.86684931506849,9.76958904109589,14.3860273972603,1.24904109589041,3.05972602739726,2.30821917808219,1.2786301369863,4.95753424657534,2.89616438356164,1.27616438356164,3.36849315068493,5.0172602739726,5.75123287671233,3.02383561643836,2.25068493150685,5.34328767123288,0.866575342465753,5.47342465753425,7.6613698630137,28.4243835616438,7.34575342465753,69.2334246575342,81.1104109589041,19.0986301369863,11.4994520547945,2.59150684931507,9.10684931506849,3.24547945205479,15.1668493150685,10.7350684931507,10.8027397260274,20.7087671232877,51.4334246575343,79.5295890410959,47.1112328767123,29.418904109589,69.7764383561644,55.772602739726,116.121643835616,9.59780821917808,10.7652054794521,0.0819178082191781
Poland,37.3805479452055,0.252602739726027,13.9347945205479,7.86794520547945,2.81095890410959,44.393698630137,8.3586301369863,10.0038356164384,14.4704109589041,8.36465753424658,11.8139726027397,6.47506849315069,20.9969863013699,16.1482191780822,7.65616438356164,31.4797260273973,6.60191780821918,11.0257534246575,13.1164383561644,22.4991780821918,5.42602739726027,30.3684931506849,39.0775342465753,18.6287671232877,107.733150684932,250.275342465753,61.7846575342466,0.556986301369863,2.21041095890411,30.0268493150685,4.42767123287671,18.6153424657534,11.6994520547945,16.1734246575342,32.2178082191781,58.6539726027397,68.8747945205479,83.3027397260274,37.0309589041096,77.0808219178082,64.5424657534247,62.8586301369863,10.8164383561644,19.0931506849315,1.89561643835616
Portugal,12.4304109589041,1.10794520547945,0,1.93479452054795,0.0536986301369863,13.7112328767123,13.8682191780822,3.32109589041096,4.91452054794521,1.75643835616438,2.61178082191781,1.91561643835616,4.09095890410959,4.86821917808219,1.56958904109589,7.98191780821918,1.74027397260274,2.05150684931507,2.92657534246575,5.64575342465753,0.615068493150685,6.62849315068493,14.9791780821918,5.43561643835616,24.0802739726027,79.0523287671233,11.1890410958904,0.417534246575343,3.31698630136986,11.421095890411,1.61369863013699,34.5213698630137,3.33095890410959,7.54054794520548,9.18465753424658,27.9635616438356,71.5616438356164,21.8580821917808,22.713698630137,39.7476712328767,32.8671232876712,36.6052054794521,5.31041095890411,7.68383561643836,3.58876712328767
Slovakia,6.83095890410959,0.0147945205479452,0.188767123287671,0.392054794520548,0.491780821917808,3.50739726027397,2.15917808219178,2.29808219178082,1.75232876712329,1.06,1.76849315068493,0.226301369863014,4.52958904109589,2.13561643835616,3.65506849315068,8.06246575342466,1.89178082191781,3.31890410958904,4.95287671232877,11.6394520547945,0.353424657534247,3.69780821917808,6.37178082191781,2.26767123287671,20.5860273972603,30.1550684931507,9.90246575342466,0.0410958904109589,0.0978082191780822,5.43452054794521,0.998082191780822,4.02219178082192,1.68027397260274,3.68164383561644,6.86465753424658,8.09917808219178,25.5183561643836,17.101095890411,9.27205479452055,18.0232876712329,9.63698630136986,9.88493150684931,2.16712328767123,3.07095890410959,0.137260273972603
Slovenia,3.31260273972603,0.0147945205479452,0.256438356164384,0.202191780821918,0.00410958904109589,2.04328767123288,0.895342465753425,0.942739726027397,1.10054794520548,0.00328767123287671,1.25534246575342,3.40520547945205,2.24657534246575,1.1172602739726,1.55178082191781,4.32794520547945,0.953698630136986,2.97616438356164,2.18767123287671,2.43972602739726,0.101643835616438,2.56493150684931,2.86246575342466,1.11205479452055,7.39506849315068,15.6879452054795,4.30849315068493,0.0821917808219178,0.0827397260273973,3.23780821917808,0.61013698630137,3.18109589041096,0.84054794520548,1.47260273972603,2.6772602739726,4.89698630136986,9.67041095890411,9.01780821917808,4.21643835616438,7.32520547945205,6.75232876712329,6.67150684931507,1.71780821917808,1.35972602739726,0.0986301369863014
Spain,104.167123287671,4.77397260273973,3.22739726027397,5.42958904109589,0.346301369863014,83.2339726027397,29.7161643835616,6.7054794520548,20.2268493150685,11.1586301369863,30.4098630136986,21.6819178082192,19.5819178082192,18.6679452054795,22.1484931506849,37.7309589041096,5.77205479452055,15.2161643835616,23.1791780821918,39.9284931506849,15.041095890411,37.261095890411,72.587397260274,40.1942465753425,219.515616438356,457.063835616438,77.6821917808219,2.48246575342466,9.94958904109589,63.9698630136986,7.83972602739726,219.551232876712,28.1734246575342,45.9890410958904,57.0342465753425,141.937260273973,407.691506849315,164.014520547945,152.055342465753,216.838630136986,183.025753424658,233.441917808219,69.8098630136986,67.1295890410959,32.4613698630137
Sweden,20.8158904109589,0.406027397260274,0.218082191780822,8.47616438356164,0.0736986301369863,15.172602739726,1.56438356164384,7.7641095890411,16.761095890411,2.22575342465753,9.13835616438356,11.3405479452055,5.48438356164384,4.84602739726027,10.9106849315069,17.9567123287671,7.70767123287671,7.11890410958904,28.9635616438356,34.5857534246575,7.08547945205479,9.93534246575343,28.6356164383562,8.65452054794521,90.6339726027397,140.727671232877,31.8180821917808,2.49424657534247,2.33095890410959,28.2079452054794,5.11506849315069,24.2271232876712,28.5038356164384,18.7742465753425,55.0632876712329,53.6830136986301,116.553424657534,108.63589041095899,50.1317808219178,65.7024657534247,76.4021917808219,146.244931506849,17.6635616438356,20.8060273972603,0.771780821917808
Switzerland,12.4630136986301,0.0983561643835616,0.865205479452055,1.28821917808219,0.0545205479452055,35.8383561643836,3.21150684931507,8.57287671232877,6.73780821917808,11.5361643835616,9.26082191780822,101.992876712329,7.80712328767123,6.57671232876712,4.66958904109589,25.0684931506849,58.114794520548,12.9906849315069,33.5947945205479,1.87808219178082,5.55835616438356,18.1424657534247,24.7460273972603,5.51972602739726,99.1693150684932,267.705753424658,33.2164383561644,19.2953424657534,6.3654794520548,13.0282191780822,7.66493150684932,32.0095890410959,9.21561643835616,22.3408219178082,45.2145205479452,177.153150684932,140.18301369863,140.509863013699,53.792602739726,196.581369863014,11.038904109589,150.572602739726,20.1246575342466,26.5572602739726,6.63698630136986
